id,album_title,eng_album_title,album_rd,album_seq,track_title,raw_track_title,eng_track_title,lyrics,hidden_track,remix,featured,performed_by,repackaged,lang,has_full_ver,is_alt_lang_ver,spotify_album_id,spotify_track_duration_ms,spotify_track_id,spotify_track_danceability,spotify_track_energy,spotify_track_key,spotify_track_loudness,spotify_track_mode,spotify_track_speechiness,spotify_track_acousticness,spotify_track_instrumentalness,spotify_track_liveness,spotify_track_valence,spotify_track_tempo,spotify_track_time_signature,eng_lyrics_source_url,eng_lyrics_credits
JIN-23,Happy - :') (Remixes),Happy - :') (Remixes),2024-11-19,7,Running Wild (Extended Ver.),,Running Wild (Extended Ver.),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' lеft
'Til our last breath
We'll be running wild
Lovin' likе it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild

Don’t you let our love go cold
We can light it up once more
We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,FALSE,ENG,FALSE,FALSE,3nRmQ70bczWCLWyj1aRbt6,214918,6mbbLSTKMMG50xML4OzlVS,0.479,0.733,8,-3.956,1,0.0324,0.000101,1.14E-06,0.175,0.312,146.928,4,,
JIN-24,Happy - :') (Remixes),Happy - :') (Remixes),2024-11-19,8,Running Wild (Band Ver.),,Running Wild (Band Ver.),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' lеft
'Til our last breath
We'll be running wild
Lovin' likе it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,FALSE,ENG,FALSE,FALSE,3nRmQ70bczWCLWyj1aRbt6,163618,2L56YCM5eA8xWsUcGgo4zV,0.48,0.877,8,-4.261,1,0.0396,0.0000997,5.36E-06,0.0982,0.36,146.988,4,,
JIN-25,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,1,Running Wild,,Running Wild,"There's a way
There's a way that we can fly again
Remember how we used to love back then?
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home?

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,FALSE,,JIN,TRUE,ENG,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,151646,45DB3yqxYGAnKN3YmLWbAX,0.487,0.711,8,-4.22,1,0.0322,0.000175,0.00E+00,0.152,0.317,146.921,4,,
JIN-26,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,2,I’ll Be There,,I’ll Be There,"Woo
One, two, three

All these busy people
How does anyone get by in this tough world
Oh-oh-oh (Oh-oh-oh)
Giving something greater than just the little things
That’s what I live for

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh-oh-oh (Oh-oh-oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh-oh-oh
I’ll be there for you

Ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh (Oh)
Ooh-ooh, ooh-ooh
I'll be there for you

Just smile, that’s it
So everyone can feel it
Smile bright, we can all be happy
Oh-oh-oh (Oh-oh-oh)
It don’t matter the timе
It don’t matter the place
Takе the ordinary, make it extraordinary

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh oh oh (oh oh oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh oh oh
I’ll be there for you

Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh (Yeah, yeah, yeah)
Ooh, ooh, ooh-ooh
I'll be there for you

When you feel down
When you feel all alone
When you need someone to lean on
I’ll be there for you

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh oh oh (oh oh oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh oh oh
I’ll be there for you

Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh
I'll be there for you",FALSE,FALSE,,JIN,TRUE,KOR,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,181677,2SR0alFA2oWYXSoePGTj0V,0.538,0.738,10,-2.412,1,0.0445,0.0351,0.00E+00,0.0898,0.736,148.887,4,,
JIN-27,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,3,Another Level,,Another Level,"Stay
In my maze stage, where even breaths couldn't reach
Days trapped in a hamster wheel
I'll leap with all my strength, without limits
Burning towards the end

I will keep on fighting
Even if I'm endlessly driven, I'll never stop
(Nobody can stop me)
Even if the harsh storm blows harder
I'll take one more step

Don't be scared
Even if I break down sometimes
One more step
(We'll bounce back and hit, bounce back and hit)
Now
I walk towards that light
One more step
(We'll bounce back and hit another level)

Dawn is far away, enduring long days
The sun that stayed up all night spreads endlessly
See upcoming rock shows
Get tickets for your favorite artists

I will keep on fighting
Even if I'm endlessly driven, I'll never stop
(Nobody can stop me)
Even if the harsh storm blows harder
I'll take one more step

Don't be scared
Even if I break down sometimes
One more step
(We'll bounce back and hit, bounce back and hit)
Now
I walk towards that light
One more step
(We'll bounce back and hit another level)

(We'll bounce back and hit, bounce back and hit)
One more step
(We'll bounce back and hit another level)",FALSE,FALSE,,JIN,TRUE,KOR,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,162834,6L4VgCOiyt8MzYfH4llkQg,0.548,0.577,4,-4.877,1,0.0284,0.159,0.00E+00,0.0642,0.348,80.036,4,,
JIN-28,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,4,Falling,네게 닿을 때까지,Falling,"It's not easy, the temperature difference between your coldness and my passion
Even if I reach out
I can't touch you
You better know what to do
A corner of my subconscious running towards you
The long night that never ends continues

And I shout
""I wanna make you mine""
I want to talk to you
Do you really not know?
You got me falling

I want you
I want you with my whole heart
My heart beats for you
All for you
One step closer
Until I reach you

My still remaining feelings
My eyes that can't meet yours
When I look at you
I know I'll turn away again

I gather up my courage
I wanna make you mine
I want to talk to you
Do you really not know?
You got me falling

I want you
I want you with my wholе heart
My heart beats for you
All for you
Onе step closer
Until I reach you

I can't let it go
Let me know
Is it yes or no?
Tell me, tell me
Why don't you understand my heart yet?
You're my soul and
I'm just somebody

It repeats again
I wanna make you mine
I want to talk to you
I can't break away from you
You got me falling

I want you
I want you with my whole heart
My heart beats for you
All for you
One step closer
Until I reach you

I can't let it go
Let me know
Is it yes or no?
Tell me, tell me
Why don't you understand my heart yet?
You're my soul and
I'm just somebody",FALSE,FALSE,,JIN,TRUE,KOR,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,178838,5jxuw4S5IDEY6CjjAHvRAt,0.662,0.708,8,-4.626,0,0.0338,0.038,2.30E-04,0.0483,0.607,127.988,4,,
JIN-29,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,5,Heart on the Window (with WENDY),,Heart on the Window (with WENDY),"When my breath spreads silently
Across countless seasons
And I fall

More every minute
More every hour
Oh, like a dream
On the white window of my heart
Darkly engraved
You and me, ah

Still on the dazzling window
So that you can see my heart
So, I’ll leave you a heart on the window
Beyond the time I waited for you
Breath spreading white
My heart drawn without a gap
When I left you a heart on the window
I engraved it more deeply

In my heart that was always deeply dark
You suddenly fill the transparent window
With your light

More every minute
More every hour
Oh, like a dream
The season that spreads vividly I want to engrave
You and me, ah

Still on the dazzling window (Every day)
So that you can see my heart (Oh)
So, I’ll leave you a heart on the window
Beyond the time I waited for you
The breath that spreads white (Wo-oh)
My heart drawn without any gaps
When I left you a heart on the window
I engraved it more deeply

Oh, I’ll love you better
Oh, I’ll love you better
I promise, engrave my heart
Oh, I’ll love you better than
Oh, I’ll love you better
Oh, I’ll love you better
With my heart on the window
(Ah-oh-oh-oh-ah, oh-oh-oh-ah, ah-ah-ah)

Totally dazzling at the window
So that you can see my heart
So, I’ll leave you a heart on the window
Beyond the time I waited for you
The breath that spreads white
My heart drawn without any gaps
When I left you a heart on the window
I engraved it more deeply
(Ah-oh-oh-oh-ah, oh-oh-oh-ah, ah-ah-ah)",FALSE,FALSE,WENDY,JIN,TRUE,KOR,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,177093,0gzXQHsv4zYHQ1pvlyYZZa,0.615,0.865,11,-6.114,0,0.0522,0.0536,0.00E+00,0.738,0.52,145.999,4,,
JIN-30,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,6,I will come to you,그리움에,I will come to you,"The day white snow fell
The day I left you
Hundreds of times a day
Those words that I say every day

I miss you so much
Hold me

Lost in beautiful memories
Fall asleep with a smile today
When the warm spring breeze blows
I’ll go to you
I promise I’ll go to you

My picture filled with memories and longing
The only color left in the time that has passed

On a dark road
A ray of light
You

Lost in beautiful memories
Fall asleep with a smile today
When the warm spring breeze blows
I’ll go to you
I promise I’ll go to you

Even if I’m away for a moment because of longing
I promise I will come to you
If you need me, I will come to you",FALSE,FALSE,,JIN,TRUE,KOR,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,156964,79ldP0lRJABss2gUdH346e,0.625,0.129,7,-13.824,1,0.0343,0.897,0.00E+00,0.0856,0.496,79.979,4,,
JIN-31,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,7,Running Wild (Ballad Remix),,Running Wild (Ballad Remix),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,FALSE,ENG,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,143004,2ub590isVV1Xy5u8JgBFuV,0.429,0.698,10,-4.284,0,0.0341,0.0815,0.00E+00,0.339,0.31,147.017,4,,
JIN-32,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,8,Running Wild (Holiday Remix),,Running Wild (Holiday Remix),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,FALSE,ENG,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,153566,6X6b1RQFCkzhUCpHQlbOiW,0.52,0.73,8,-4.237,1,0.029,0.00608,0.00E+00,0.0645,0.364,146.873,4,,
JIN-33,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,9,Running Wild (Afropop Remix),,Running Wild (Afropop Remix),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,FALSE,ENG,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,149579,3WcWE3cvBJpRoJSbrxrVkY,0.64,0.716,8,-4.76,1,0.0314,0.00281,0.00E+00,0.283,0.482,135.035,4,,
JIN-34,Happy - :D (Remixes),Happy - :D (Remixes),2024-11-19,10,Running Wild (UK Garage Remix),,Running Wild (UK Garage Remix),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,FALSE,ENG,FALSE,FALSE,6MNt88F7umrtkwUPcOgG69,162690,5xwyQy35cGlBuheV8fvutf,0.599,0.916,8,-4.611,1,0.133,0.0609,0.00E+00,0.0689,0.55,71.61,4,,
JIN-35,Running Wild (Remixes),Running Wild (Remixes),2024-11-19,1,Running Wild,,Running Wild,"There's a way
There's a way that we can fly again
Remember how we used to love back then?
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home?

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,FALSE,,JIN,TRUE,ENG,FALSE,FALSE,2qGQ07UX7Vb2Tewoik0QQY,151646,1EEvAuVSb57ryIlNKuMWyr,0.487,0.711,8,-4.22,1,0.0322,0.000175,0.00E+00,0.152,0.317,146.921,4,,
JIN-36,Running Wild (Remixes),Running Wild (Remixes),2024-11-19,2,Running Wild (Instrumental),,Running Wild (Instrumental),,FALSE,FALSE,,,FALSE,NA,FALSE,FALSE,2qGQ07UX7Vb2Tewoik0QQY,151461,3WBkiZRpmyDBXIHi0o4xjK,0.453,0.679,8,-5.945,1,0.0288,0.00000572,6.58E-01,0.127,0.608,147.001,4,,
JIN-37,Running Wild (Remixes),Running Wild (Remixes),2024-11-19,3,Running Wild (Extended Ver.),,Running Wild (Extended Ver.),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' lеft
'Til our last breath
We'll be running wild
Lovin' likе it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild

Don’t you let our love go cold
We can light it up once more
We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,TRUE,ENG,FALSE,FALSE,2qGQ07UX7Vb2Tewoik0QQY,214918,6dCqghpYHuD1LqBloAzgDv,0.479,0.733,8,-3.956,1,0.0324,0.000101,1.14E-06,0.175,0.312,146.928,4,,
JIN-38,Running Wild (Remixes),Running Wild (Remixes),2024-11-19,4,Running Wild (Band Ver.),,Running Wild (Band Ver.),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' lеft
'Til our last breath
We'll be running wild
Lovin' likе it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,TRUE,ENG,FALSE,FALSE,2qGQ07UX7Vb2Tewoik0QQY,163618,6mJRx8ghgw9QwJk0v5DfVj,0.48,0.877,8,-4.261,1,0.0396,0.0000997,5.36E-06,0.0982,0.36,146.988,4,,
JIN-39,Running Wild (Remixes),Running Wild (Remixes),2024-11-19,5,Running Wild (Ballad Remix),,Running Wild (Ballad Remix),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,TRUE,ENG,FALSE,FALSE,2qGQ07UX7Vb2Tewoik0QQY,143004,1XZeIqnzH8LKB1SmUL7tpy,0.429,0.698,10,-4.284,0,0.0341,0.0815,0.00E+00,0.339,0.31,147.017,4,,
JIN-40,Running Wild (Remixes),Running Wild (Remixes),2024-11-19,6,Running Wild (Holiday Remix),,Running Wild (Holiday Remix),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,TRUE,ENG,FALSE,FALSE,2qGQ07UX7Vb2Tewoik0QQY,153566,1faf3hb79uGzk5a7O5H144,0.52,0.73,8,-4.237,1,0.029,0.00608,0.00E+00,0.0645,0.364,146.873,4,,
JIN-41,Running Wild (Remixes),Running Wild (Remixes),2024-11-19,7,Running Wild (Afropop Remix),,Running Wild (Afropop Remix),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,TRUE,ENG,FALSE,FALSE,2qGQ07UX7Vb2Tewoik0QQY,149579,7uHAhFnUOfJXlDzfyvRJQD,0.64,0.716,8,-4.76,1,0.0314,0.00281,0.00E+00,0.283,0.482,135.035,4,,
JIN-42,Running Wild (Remixes),Running Wild (Remixes),2024-11-19,8,Running Wild (UK Garage Remix),,Running Wild (UK Garage Remix),"There's a way
There's a way that we can fly again
Remember how we used to love back then
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,TRUE,,JIN,TRUE,ENG,FALSE,FALSE,2qGQ07UX7Vb2Tewoik0QQY,162690,0K0lpwTATjvexmWWVURaZP,0.599,0.916,8,-4.611,1,0.133,0.0609,0.00E+00,0.0689,0.55,71.61,4,,
JIN-43,Falling (feat. Taka),Falling (feat. Taka),2024-11-25,1,Falling (feat. Taka),,Falling (feat. Taka),"Our difference in temperature
that is so far away and calm
I extend my hand but
I can’t touch you
You better know what to do

When my feelings for you
run violently
The neverending long night
envelopes me

I want to tell you
I wanna make you mine
I want to call out to you
I don’t reach you
You got me falling

I want you
I want you
My everything is
All for you
Closer by your side
Until I reach you again

The feelings I hid
I can’t even look you in the eye
If I look at you
I look away again

I should just do it
I wanna make you mine
I want to call out to you
I don’t reach you
You got me falling

I want you
I want you
My everything is
All for you
Closer by your side
Until I reach you again

I can’t let it go
Just tell me
Is it yes or no
Tell me tell me

Why won’t it
be properly conveyed
You’re my soul and
I’m just somebody

Over and over
I wanna make you mine
I want to call out to you
I don’t reach you
You got me falling

I want you
I want you
My everything is
All for you
Closer by your side
Until I reach you again

I can’t let it go
Just tell me
Is it yes or no
Tell me tell me

Why won’t it
be properly conveyed
You’re my soul and
I’m just somebody yeah",FALSE,FALSE,Taka,JIN,FALSE,JPN,FALSE,TRUE,4W7cA18z4TfyRKgnrAD0Sm,178832,7HaUkQ34NYlOXFFspHeoG6,0.663,0.74,11,-4.489,1,0.0353,0.023,1.62E-05,0.0486,0.506,128.004,4,https://oneokrock.crosswithyou.net/special/falling-feat-taka-lyrics-translation/,
JIN-44,When the Stars Gossip OST Part.3,When the Stars Gossip OST Part.3,2025-01-26,1,Close to You,,Close to You,"Under the stars, closing my eyes
Hearing your voice, in silence
I just can't deny it
Think I'm drawn to you
Countless stars
Beyond them, far away
An unfamiliar sky
From the days of my youth

Like a story
From some fairy tale

Again, I swim through the depths of time
In this endlessly unfolding place
Just to get close to you
The brightest one in my universe
In the shattering moments of time
The one shining memory
Just to get close to you
I'm still here

Asking the stars, every night
To take me where you are
No matter how long it takes
No matter how far you are
Even meaningless things
Start to change
All day long
I find myself wondering about you

If I give my all and press the button
Would I be able to see you from that time?

Again, I swim through the depths of time
In this endlessly unfolding place
Just to get close to you
The brightest one in my universe
In the shattering moments of time
The one shining memory
Just to get close to you
I'm still

(Just to get close to you, just wanna see your eyes)
Just want to step into your own fairy tale
(Just to get close to you, to you)
You'll always be the one I dream, I dream of
(Just to get close to you, just wanna see your eyes)
I'll tell you when you sleep my heart is full
(Just to get close to you)
Of you, of you, of you
(Just to get close to you)
Unable to know the end, I wandered for a moment
(Just wanna see your eyes)
Somewhere you stay
(Just to get close to you, to you)
If I could soar high and fly
(Just to get close to you)
Even the hearts I couldn’t grasp
(Just wanna see your eyes)
After circling around this universe, in the end
(Just to get close to you)
Just to get close to you
I'm still here",FALSE,FALSE,,JIN,FALSE,KOR,FALSE,FALSE,5dQAvvKAG5diJ5DLEHCGcc,228146,4z0vfU3JiAsl99ZHL29hMm,0.355,0.404,5,-5.795,1,0.0354,0.779,2.19E-05,0.101,0.207,126.573,4,,
